曹路	22:30
民雷路	22:32
顾唐路	22:35
金海路	22:38
金吉路	22:40
金桥	22:43
台儿庄路	22:46
蓝天路	22:49
芳甸路	22:53
杨高中路	22:55
世纪大道	22:59
商城路	23:01
小南门	23:05
陆家浜路	23:08
马当路	23:10
打浦桥	23:12
嘉善路	23:14
肇嘉浜路	23:16
徐家汇	23:19
宜山路	23:22
桂林路	23:25
漕河泾开发区	23:28
合川路	23:30
星中路	23:33
七宝	23:36
中春路	23:39
九亭	23:43
泗泾	23:49
佘山	23:54
洞泾	23:57
松江大学城	0:01
松江新城	0:05
松江体育中心	0:08
醉白池	0:11
松江南站	0:14
