港城路	22:30
外高桥保税区北	22:32
航津路	22:35
外高桥保税区南	22:38
洲海路	22:41
五洲大道	22:43
东靖路	22:45
巨峰路	22:47
五莲路	22:49
博兴路	22:52
金桥路	22:54
云山路	22:56
德平路	22:59
北洋泾路	23:01
民生路	23:03
源深体育中心	23:06
世纪大道	23:08
浦电路6	23:11
蓝村路	23:13
上海儿童医学中心	23:16
临沂新村	23:18
高科西路	23:21
东明路	23:23
高青路	23:26
华夏西路	23:28
上南路	23:30
灵岩南路	23:32
东方体育中心	23:34
