花木路	22:30
龙阳路	22:33
芳华路	22:35
锦绣路	22:38
杨高南路	22:40
高科西路	22:43
云台路	22:45
耀华路	22:47
长清路	22:49
后滩	22:51
龙华中路	22:54
东安路	22:56
肇嘉浜路	22:58
常熟路	23:01
静安寺	23:03
昌平路	23:06
长寿路	23:08
镇坪路	23:10
岚皋路	23:13
新村路	23:15
大华三路	23:17
行知路	23:19
大场镇	23:21
场中路	23:24
上大路	23:26
南陈路	23:28
上海大学	23:31
祁华路	23:34
顾村公园	23:37
刘行	23:40
潘广路	23:42
罗南新村	23:46
美兰湖	23:48
