金海路	22:30
申江路	22:34
金京路	22:36
杨高北路	22:38
巨峰路	22:41
东陆路	22:43
复兴岛	22:46
爱国路	22:48
隆昌路	22:50
宁国路	22:53
江浦公园	22:55
大连路	22:57
提篮桥	22:59
国际客运中心	23:01
天潼路	23:05
曲阜路	23:07
汉中路	23:10
南京西路	23:13
陕西南路	23:16
嘉善路	23:18
大木桥路	23:21
龙华中路	23:23
龙华	23:26
龙漕路	23:29
漕宝路	23:31
桂林公园	23:33
虹漕路	23:35
虹梅路	23:38
东兰路	23:40
顾戴路	23:43
虹莘路	23:45
七莘路	23:47
