上海南站	22:30
石龙路	22:32
龙漕路	22:35
漕溪路	22:37
宜山路	22:39
虹桥路	22:41
延安西路	22:44
中山公园	22:46
金沙江路	22:48
曹杨路	22:50
镇坪路	22:53
中潭路	22:55
上海火车站	22:58
宝山路	23:01
东宝兴路	23:03
虹口足球场	23:06
赤峰路	23:08
大柏树	23:10
江湾镇	23:13
殷高西路	23:15
长江南路	23:18
淞发路	23:20
张华浜	23:23
淞滨路	23:25
水产路	23:27
宝杨路	23:30
友谊路	23:32
铁力路	23:34
江杨北路	23:37
