浦东国际机场	22:18
海天三路	22:21
远东大道	22:28
凌空路	22:31
川沙	22:34
华夏东路	22:39
创新中路	22:42
唐镇	22:45
广兰路	22:50
金科路	22:53
张江高科	22:55
龙阳路	22:59
世纪公园	23:01
上海科技馆	23:04
世纪大道	23:07
东昌路	23:10
陆家嘴	23:12
南京东路	23:15
人民广场	23:18
南京西路	23:21
静安寺	23:24
江苏路	23:26
中山公园	23:29
娄山关路	23:32
威宁路	23:35
北新泾	23:38
淞虹路	23:40
虹桥2号航站楼 	23:47
虹桥火车站	23:49
徐泾东	23:51
